count,question,answer
16671,What are the career batting statistics of Aisha Mohamed?,
16672,What are the career batting statistics of Aisha Mohamed?,
16673,What are the career batting statistics of Aisha Mohamed?,
16674,What are the career batting statistics of Aisha Mohamed?,
16675,What are the career batting statistics of Aisha Mohamed?,
16676,What are the career batting statistics of Aisha Mohamed?,
16677,What are the career batting statistics of Aisha Mohamed?,
16678,What are the career batting statistics of Aisha Mohamed?,
16679,What are the career batting statistics of Aisha Mohamed?,
16680,What are the career batting statistics of Aisha Mohamed?,
16681,What are the career batting statistics of Aisha Mohamed?,
16682,What are the career batting statistics of Aisha Mohamed?,
16683,What are the career batting statistics of Aisha Mohamed?,
16684,What are the career batting statistics of Aisha Mohamed?,
16685,What are the career batting statistics of Aisha Mohamed?,
16686,What are the career batting statistics of Aisha Mohamed?,
16687,What are the career batting statistics of Aisha Mohamed?,
16688,What are the career batting statistics of Aisha Mohamed?,
16689,What are the career batting statistics of Aisha Mohamed?,
16690,What are the career batting statistics of Aisha Mohamed?,
16691,What are the career batting statistics of Aisha Mohamed?,
16692,What are the career batting statistics of Aisha Mohamed?,
16693,What are the career batting statistics of Aisha Mohamed?,
16694,What are the career batting statistics of Aisha Mohamed?,
16695,What are the career batting statistics of Aisha Mohamed?,
16696,What are the career batting statistics of Aisha Mohamed?,
16697,What are the career batting statistics of Aisha Mohamed?,
16698,What are the career batting statistics of Aisha Mohamed?,
16699,What are the career batting statistics of Aisha Mohamed?,
16700,What are the career batting statistics of Aisha Mohamed?,
16701,What are the career batting statistics of Aisha Mohamed?,
16702,What are the career batting statistics of Aisha Mohamed?,
16703,What are the career batting statistics of Aisha Mohamed?,
16704,What are the career batting statistics of Aisha Mohamed?,
16705,What are the career batting statistics of Aisha Mohamed?,
16706,What are the career batting statistics of Aisha Mohamed?,
16707,What are the career batting statistics of Aisha Mohamed?,
16708,What are the career batting statistics of Aisha Mohamed?,
16709,What are the career batting statistics of Aisha Mohamed?,
16710,What are the career batting statistics of Aisha Mohamed?,
16711,What are the career batting statistics of Aisha Mohamed?,
16712,What are the career batting statistics of Aisha Mohamed?,
16713,What are the career batting statistics of Aisha Mohamed?,
16714,What are the career batting statistics of Aisha Mohamed?,
16715,What are the career batting statistics of Aisha Mohamed?,
16716,What are the career batting statistics of Aisha Mohamed?,
16717,What are the career batting statistics of Aisha Mohamed?,
16718,What are the career batting statistics of Aisha Mohamed?,
16719,What are the career batting statistics of Aisha Mohamed?,
16720,What are the career batting statistics of Aisha Mohamed?,
16721,What are the career batting statistics of Aisha Mohamed?,
16722,What are the career batting statistics of Aisha Mohamed?,
16723,What are the career batting statistics of Aisha Mohamed?,
16724,What are the career batting statistics of Aisha Mohamed?,
16725,What are the career batting statistics of Aisha Mohamed?,
16726,What are the career batting statistics of Aisha Mohamed?,
16727,What are the career batting statistics of Aisha Mohamed?,
16728,What are the career batting statistics of Aisha Mohamed?,
16729,What are the career batting statistics of Aisha Mohamed?,
16730,What are the career batting statistics of Aisha Mohamed?,
16731,What are the career batting statistics of Aisha Mohamed?,
16732,What are the career batting statistics of Aisha Mohamed?,
16733,What are the career batting statistics of Aisha Mohamed?,
16734,What are the career batting statistics of Aisha Mohamed?,
16735,What are the career batting statistics of Aisha Mohamed?,
16736,What are the career batting statistics of Aisha Mohamed?,
16737,What are the career batting statistics of Aisha Mohamed?,
16738,What are the career batting statistics of Aisha Mohamed?,
16739,What are the career batting statistics of Aisha Mohamed?,
16740,What are the career batting statistics of Aisha Mohamed?,
16741,What are the career batting statistics of Aisha Mohamed?,
16742,What are the career batting statistics of Aisha Mohamed?,
16743,What are the career batting statistics of Aisha Mohamed?,
16744,What are the career batting statistics of Aisha Mohamed?,
16745,What are the career batting statistics of Aisha Mohamed?,
16746,What are the career batting statistics of Aisha Mohamed?,
16747,What are the career batting statistics of Aisha Mohamed?,
16748,What are the career batting statistics of Aisha Mohamed?,
16749,What are the career batting statistics of Aisha Mohamed?,
16750,What are the career batting statistics of Aisha Mohamed?,
16751,What are the career batting statistics of Aisha Mohamed?,
16752,What are the career batting statistics of Aisha Mohamed?,
16753,What are the career batting statistics of Aisha Mohamed?,
16754,What are the career batting statistics of Aisha Mohamed?,
16755,What are the career batting statistics of Aisha Mohamed?,
16756,What are the career batting statistics of Aisha Mohamed?,
16757,What are the career batting statistics of Aisha Mohamed?,
16758,What are the career batting statistics of Aisha Mohamed?,
16759,What are the career batting statistics of Aisha Mohamed?,
16760,What are the career batting statistics of Aisha Mohamed?,
16761,What are the career batting statistics of Aisha Mohamed?,
16762,What are the career batting statistics of Aisha Mohamed?,
16763,What are the career batting statistics of Aisha Mohamed?,
16764,What are the career batting statistics of Aisha Mohamed?,
16765,What are the career batting statistics of Aisha Mohamed?,
16766,What are the career batting statistics of Aisha Mohamed?,
16767,What are the career batting statistics of Aisha Mohamed?,
16768,What are the career batting statistics of Aisha Mohamed?,
16769,What are the career batting statistics of Aisha Mohamed?,
16770,What are the career batting statistics of Aisha Mohamed?,
16771,What are the career batting statistics of Aisha Mohamed?,
16772,What are the career batting statistics of Aisha Mohamed?,
16773,What are the career batting statistics of Aisha Mohamed?,
16774,What are the career batting statistics of Aisha Mohamed?,
16775,What are the career batting statistics of Aisha Mohamed?,
16776,What are the career batting statistics of Aisha Mohamed?,
16777,What are the career batting statistics of Aisha Mohamed?,
16778,What are the career batting statistics of Aisha Mohamed?,
16779,What are the career batting statistics of Aisha Mohamed?,
16780,What are the career batting statistics of Aisha Mohamed?,
16781,What are the career batting statistics of Aisha Mohamed?,
16782,What are the career batting statistics of Aisha Mohamed?,
16783,What are the career batting statistics of Aisha Mohamed?,
16784,What are the career batting statistics of Aisha Mohamed?,
16785,What are the career batting statistics of Aisha Mohamed?,
16786,What are the career batting statistics of Aisha Mohamed?,
16787,What are the career batting statistics of Aisha Mohamed?,
16788,What are the career batting statistics of Aisha Mohamed?,
16789,What are the career batting statistics of Aisha Mohamed?,
16790,What are the career batting statistics of Aisha Mohamed?,
16791,What are the career batting statistics of Aisha Mohamed?,
16792,What are the career batting statistics of Aisha Mohamed?,
16793,What are the career batting statistics of Aisha Mohamed?,
16794,What are the career batting statistics of Aisha Mohamed?,
16795,What are the career batting statistics of Aisha Mohamed?,
16796,What are the career batting statistics of Aisha Mohamed?,
16797,What are the career batting statistics of Aisha Mohamed?,
16798,What are the career batting statistics of Aisha Mohamed?,
16799,What are the career batting statistics of Aisha Mohamed?,
16800,What are the career batting statistics of Aisha Mohamed?,
16801,What are the career batting statistics of Aisha Mohamed?,
16802,What are the career batting statistics of Aisha Mohamed?,
16803,What are the career batting statistics of Aisha Mohamed?,
16804,What are the career batting statistics of Aisha Mohamed?,
16805,What are the career batting statistics of Aisha Mohamed?,
16806,What are the career batting statistics of Aisha Mohamed?,
16807,What are the career batting statistics of Aisha Mohamed?,
16808,What are the career batting statistics of Aisha Mohamed?,
16809,What are the career batting statistics of Aisha Mohamed?,
16810,What are the career batting statistics of Aisha Mohamed?,
16811,What are the career batting statistics of Aisha Mohamed?,
16812,What are the career batting statistics of Aisha Mohamed?,
16813,What are the career batting statistics of Aisha Mohamed?,
16814,What are the career batting statistics of Aisha Mohamed?,
16815,What are the career batting statistics of Aisha Mohamed?,
